	Endothelial cells	Fibroblasts	Smooth muscle cells	Tumor-Like	tB cells	tMast cells	tMoMacDC	tNK cells	tNeutrophils	tPlasma cells	tRBC	tT cells	tpDC
MMP9	3.0548947e-06	1.2094729e-05	8.115187e-06	7.759639e-07	8.1295255e-08	8.108898e-08	4.3710264e-05	7.0150395e-06	0.00015006312	8.1955996e-08	8.249e-08	4.9331043e-06	4.5898482e-06
AKAP2	0.0011805493	0.0002265099	0.0006395893	1.1183048e-05	0.00028972904	0.001042376	5.6704317e-05	8.141272e-08	8.129898e-08	0.00023111304	8.220085e-08	3.5700097e-05	3.312134e-05
SPIN1	7.3736366e-05	0.00015202415	0.000103519065	0.00013750627	3.5304587e-05	8.9347785e-05	8.139059e-05	5.6825094e-05	9.797105e-06	2.6180547e-05	2.2936385e-05	3.313755e-05	5.5124896e-05
APOBEC3C	9.633854e-05	0.00019480073	0.00022332672	0.00015978431	0.0003178688	0.0002548401	0.00022811325	0.00043159747	8.634514e-05	0.00046583646	8.251722e-08	0.0004991787	0.00021384576
CUTA	0.00019159116	0.00034048661	0.0004248485	0.00033501352	0.00029031726	0.00035061603	0.00030008415	0.00025895247	6.0705497e-05	0.0012940015	8.148605e-08	0.00042445492	0.00017506084
NDUFA6	0.00016688852	0.00022881212	0.00016476877	0.00039750457	0.00013334598	0.00015507851	0.00015120005	0.00027358378	1.8221608e-05	0.00021653983	8.157951e-08	0.00012708915	8.640544e-05
SNAP23	0.00046172104	0.00014196466	0.00022411841	0.00021192519	0.00028964592	0.00035339672	0.00025462222	0.00023634054	0.0004716293	9.1621994e-05	8.150191e-08	4.295664e-05	0.00018477555
C1QC	8.1383845e-08	9.602869e-07	8.117223e-08	8.154156e-08	2.1879464e-06	1.2503375e-06	9.786996e-05	2.3886696e-06	3.7056975e-06	8.100597e-08	8.236925e-08	8.136103e-08	8.1737596e-08
CLINT1	0.00020770436	0.00016263468	0.00019027153	0.0002094906	0.00011332526	0.00023983905	0.00016903054	0.0002199807	7.850877e-05	0.00038361264	8.224617e-08	0.0002338515	0.0002779522
TUBB6	0.00012914494	0.00013972016	0.00013526721	8.493037e-05	5.765538e-06	7.458141e-05	0.00010328565	2.496271e-05	8.141598e-08	6.592784e-05	8.145031e-08	8.243935e-08	0.00011846707
TPD52	0.00010875837	1.5262849e-05	4.1664738e-05	0.000583499	0.0003836057	6.492625e-06	7.7703226e-05	0.000115257186	3.9147842e-05	0.0010443906	4.626569e-05	3.9884784e-05	7.764841e-05
TXN2	0.00041081093	0.00022844892	0.0002878856	0.0005662107	0.00021092902	0.0002164335	0.0006113946	0.0005254569	3.1402196e-05	0.0002750932	8.1182606e-08	0.00024644408	0.0003164906
SMAD2	0.00033330792	0.00024264526	0.0003052995	0.00037679938	0.00021335103	0.0002850739	0.0002522777	0.00031520642	0.0002881844	0.00017991068	8.1457145e-08	0.00019504402	0.00012642326
TAF15	0.0003483932	0.00019095808	0.00018863854	0.0003609306	0.0003727677	0.00028028552	0.00022806105	0.00030681907	0.00012416592	0.00011232638	8.143881e-08	0.00029833466	0.00041190148
PNN	0.00028355166	0.00019320715	0.00021783878	0.00044380853	0.00027083477	0.0002593031	0.00011904633	0.00017773888	0.00010858138	0.0001887305	8.1568e-08	0.00027554473	0.00026614006
UQCR10	0.0003289336	0.0003837469	0.0003660582	0.0009800538	0.00030151336	0.00026380623	0.0005269432	0.0002458793	0.00023026635	0.00044223762	9.032313e-05	0.0004713488	0.00032949267
IFNAR2	0.0003051234	0.0001217819	0.000104472994	0.00014577212	9.3162525e-05	0.00016266601	0.00025261546	0.0002123755	0.00015097774	0.00079995726	8.183978e-08	0.00015157179	0.0005352748
KIDINS220	0.00015704005	0.00013528398	0.00013760675	0.000168694	0.000116883035	0.0002619278	0.00010774423	0.00013485366	0.00016507403	8.054664e-05	8.2179994e-08	9.480063e-05	6.3570624e-05
TRIM44	0.0003782675	0.00016929266	0.00025224162	0.00013700563	0.00039604845	0.0004559012	0.0002867131	0.0003781925	2.4034269e-05	0.0003024535	8.160472e-08	0.00018334527	0.00039914114
IRAK1	5.709947e-05	0.00012407999	5.137372e-05	0.00017737063	7.961056e-05	0.00013053067	0.00015329079	7.986293e-05	0.00030414914	0.0003203505	8.1831665e-08	0.00011150906	5.809224e-05
BNIP2	0.00045798437	0.00015190095	0.00018090279	0.00021726228	0.00034531017	0.00028269668	0.00036346517	0.0002270661	0.00035892313	0.00014285445	8.129712e-08	0.00020699849	0.0002818749
ADAM19	4.8645485e-05	0.00010356378	9.988786e-05	1.8873652e-05	0.000146105	2.1106325e-05	7.7599914e-05	3.283358e-05	0.00014252569	0.00014948568	8.1376704e-08	0.00016476658	0.0006821942
ATXN10	0.0001636629	0.0002287303	0.00024064796	0.00038575762	8.335378e-05	0.00036338565	0.00014341639	0.00024519494	1.9986888e-05	0.00023065621	8.224115e-08	0.00016285211	0.00011083492
DUSP3	0.00037513618	0.0003975768	0.00037957577	0.00032803026	0.00014021895	0.00046646447	0.00056781	0.0001178051	0.00015138474	7.7486555e-05	8.196616e-08	6.166956e-05	0.0005127066
RNF11	0.0004314866	0.00024429505	0.00030064347	0.00033307727	0.00013822186	0.00023005324	0.000112614565	0.00021160915	0.00030578804	0.00012252801	0.00017203222	0.00031480243	0.00044603803
PARP1	0.00020970646	7.123926e-05	0.000104986044	0.0002866699	0.00031961274	0.00026759895	0.000154356	0.00035679105	1.8396599e-05	0.00028574065	8.24351e-08	0.00020254852	0.0001330405
IFI44L	0.00018942212	2.9773244e-05	2.7133638e-05	4.871921e-05	5.6476852e-05	3.7809477e-05	6.220659e-05	3.872015e-05	8.562781e-06	8.2209624e-08	8.167385e-08	2.9765406e-05	0.00029939934
MFSD1	8.753512e-05	0.0001298206	4.6790603e-05	0.00013109838	7.233024e-05	0.00016907697	0.0006553848	7.9416444e-05	8.8460045e-05	5.5540975e-05	8.1994145e-08	0.00012271547	9.735797e-05
PDLIM3	7.7024546e-05	0.000257854	0.000458149	7.52524e-06	1.5618612e-05	1.47480605e-05	7.645487e-06	1.709575e-05	8.915335e-06	2.785037e-05	8.181449e-08	2.4080684e-05	7.4721706e-06
RNF10	0.00043184508	0.00033019588	0.00036137775	0.00048750205	0.0003660643	0.0003108084	0.0002810035	0.0004360486	0.0002888392	0.00031089905	0.00043260687	0.00043680117	0.00032170257
SPTSSA	8.087291e-05	7.572342e-05	0.0002040776	0.0003854411	2.7906282e-05	2.7960572e-05	6.276697e-05	3.0379488e-05	8.17429e-08	0.00012051502	8.241262e-08	2.401933e-05	2.499911e-05
C15orf48	8.212719e-08	5.609333e-06	3.8526396e-06	4.2607437e-05	4.239851e-06	1.43449515e-05	0.00014786392	1.840834e-05	0.0006303279	3.7598813e-06	8.162278e-08	9.808053e-06	1.2133395e-05
CCPG1	0.0003234826	0.0002443393	0.00022974896	0.00017508671	0.00014466704	0.00017257329	0.00023121135	0.00018293294	0.00020442565	0.00093332777	8.107475e-08	0.00013778034	3.756748e-05
RUBCN	0.00016953806	0.00010241363	0.00015331796	8.4545885e-05	0.0005021176	0.00023582502	0.0001331164	0.00020599247	9.55822e-05	0.00037748963	5.6443736e-05	0.0001679715	0.0013501996
MAN2B2	0.00011504986	0.00011390556	0.00014376859	0.00011166911	6.754336e-05	0.00016003546	0.00018048305	0.000121368124	5.1379993e-05	8.780709e-05	2.9932075e-05	0.00010749198	0.000102396145
CAVIN3	0.00033176754	0.0005202702	0.0005403383	6.908297e-05	8.134256e-08	8.104909e-08	3.0312258e-06	8.243824e-08	8.17535e-08	7.1405093e-06	8.108898e-08	1.8589784e-05	8.16603e-08
C17orf49	0.0005005868	0.00037959949	0.00012515893	0.00026541908	0.00030654477	0.00038659273	0.00039592726	0.00065286504	0.00016367428	0.00033056038	8.178999e-08	0.00037526246	0.0007669403
RAB5B	0.0004120555	0.00027085698	0.0004883653	0.00041029905	0.00036781857	0.00029432095	0.0002981009	0.00034353053	0.00048975623	0.0003067705	8.135684e-08	0.00033054178	0.00032562288
ARL2	0.0009341337	0.0007118602	0.0007345339	0.0005970887	0.00045934663	0.0006136706	0.00049063517	0.00038920168	0.000844102	0.00029684548	8.129246e-08	0.00027203496	0.0005945994
SFT2D2	0.0001861996	0.00017707405	0.00013100014	0.0002479985	0.00021522294	0.00023750131	0.00027023008	0.00040118146	4.4703847e-05	9.27076e-05	8.197648e-08	0.00020314583	0.00068219256
MPZL1	0.00027330377	0.0007053756	0.00034389974	0.0005045572	7.498628e-05	1.6431266e-05	0.00018797793	3.197305e-05	5.0365146e-05	0.00030830153	8.15274e-08	8.1817454e-08	0.00020301492
CUX1	0.00020132017	0.00033521515	0.00046908628	0.00056061975	0.00017854206	0.00027119293	0.00041044835	0.00027611046	0.00019014839	0.00019212576	8.251973e-08	0.00020537153	0.0005326015
LPXN	5.418419e-06	1.0834911e-05	7.0351784e-06	8.722876e-06	0.00027900958	0.00030476603	0.00015890997	0.00023088946	2.6496324e-05	0.00017401311	8.2374434e-08	0.00015492448	0.00034207807
COQ10B	0.00018769687	0.00020459278	0.00020855757	0.0002221134	0.00023867462	0.00052995916	0.00017921445	0.00017015044	0.0003196926	0.00021455207	0.00010603042	0.00038103983	0.00022902212
PPM1G	0.00049779325	0.00035351102	0.00039681423	0.0010030468	0.00021547986	0.0005876106	0.0003758791	0.0005495294	0.00017337425	0.00046379474	8.232699e-08	0.00050213153	0.0006619577
CYFIP2	3.5483954e-05	2.7750737e-05	0.00013727804	5.7518766e-05	0.00066190225	0.00011663118	5.6461176e-05	0.00047421225	0.00023979536	0.000112709975	8.143042e-08	0.00046131882	0.0005476485
MLEC	0.0002751312	0.00018972781	0.0001962919	0.00027960457	8.096751e-05	0.00020287752	0.0001966102	7.624122e-05	1.966108e-05	0.00037008326	8.1880685e-08	0.00025861268	0.00023191994
SFRP4	9.65301e-07	3.0771378e-05	3.7484278e-06	8.152647e-08	8.241844e-08	8.1088366e-08	8.1367396e-08	8.122939e-08	8.10964e-08	8.1855696e-08	8.108898e-08	8.2307686e-08	8.254224e-08
ABL2	0.00028369497	0.00018560236	0.00014738514	0.00018907168	7.665684e-05	8.1705235e-05	0.00031946224	0.000103262704	8.037186e-05	4.196597e-05	8.164722e-08	4.4244567e-05	0.00012249938
SRM	0.0002929116	0.0003474136	0.0002455302	0.00023717858	0.0001614367	0.000110269306	0.00018650365	0.00016092244	7.358471e-05	0.0013112691	8.122132e-08	6.626013e-05	0.00020575708
ADAM10	0.00070928707	0.00030665818	0.0005212518	0.0004042404	0.00039504672	0.00037930027	0.0007173334	0.0006783255	0.0007935702	0.0002351675	8.139983e-08	0.00048004903	0.0005005732
CLN8	0.00026651035	0.00015678567	0.00010944139	0.00028181763	0.00018640835	0.00023278003	0.00038552782	0.00027145114	0.00026378938	6.886867e-05	8.2362334e-08	0.00019724433	0.00096136716
C1QBP	0.00013010167	8.4052765e-05	0.00018120563	0.0004374549	9.11108e-05	8.755115e-05	0.00010481009	0.0001107712	1.5280268e-05	0.00014240343	8.2432905e-08	0.00010562493	0.00011541997
HELZ2	0.00038986036	0.00012216644	0.00017955367	0.0002457244	0.00016542639	0.00031856456	0.00013492852	0.0003323479	0.00025771587	0.00026609362	8.191099e-08	0.00019576048	0.00010009993
YIPF6	0.00054959225	0.00031575904	0.00037994914	0.00057002524	0.00019048013	0.00019547527	0.00021743098	0.000109705965	0.0002333799	0.00041872784	8.165937e-08	0.00028973154	0.00022497961
PLXDC2	0.0001073929	0.0004521771	0.00011534075	1.6064083e-05	8.230627e-08	0.00012007909	0.00037558246	8.2255426e-08	0.00012106319	2.3085937e-05	8.23969e-08	8.1709224e-08	1.8847446e-05
TNPO1	0.00036628774	0.000113347414	0.0001837275	0.00024686908	0.00030625492	0.00018459029	0.00026651975	0.00033901876	4.3757937e-05	0.00022481919	8.111389e-08	0.0004404977	0.00018318922
IL2RB	7.5419866e-06	1.438243e-05	2.9058996e-05	3.9102947e-06	6.764483e-05	2.4442244e-05	1.5991845e-05	0.0028197372	8.226201e-08	9.612671e-06	8.227849e-08	0.00076729106	1.6453596e-05
MED13	0.00021704135	0.00021165416	0.00024583854	0.00032234308	0.00031936265	0.00030422802	0.00024703695	0.00033796116	0.00011876286	0.00021551971	5.603265e-05	0.00030164074	0.00030318636
SMARCA5	0.0001972056	0.00010661383	0.0002174992	0.00017161081	0.00034754563	0.00030523367	0.0001785075	0.00060602254	2.1324973e-05	0.00021974841	8.103904e-08	0.00049367925	0.00025068663
CRK	0.00083465537	0.0005141256	0.0008831653	0.0006621392	0.00041264464	0.0006204856	0.00051665504	0.00057513756	0.00089328067	0.0005329672	0.00011819952	0.000611378	0.0005142263
HLA-DMA	1.5220913	0.1594676	0.16424298	0.38948226	4.1716003	0.30793327	7.9589677	0.9890592	0.4635774	1.1215193	8.2495184e-08	0.104410894	2.6538024
TNFSF13	5.307069e-06	3.3839726e-06	2.7999506e-05	5.8974234e-05	1.5382791e-05	2.6551696e-05	0.0005697933	8.484468e-06	9.4207084e-05	6.767666e-06	8.1207695e-08	8.1065785e-08	0.00028817865
PLS3	0.00031618957	0.0003513618	0.00048193044	0.0002862146	8.126658e-08	1.4508646e-05	8.119051e-08	8.108743e-08	8.217216e-08	8.1230624e-08	8.126069e-08	8.149118e-08	1.8299696e-05
DHX15	0.00028276164	0.0001122421	0.00020214198	0.0002356881	0.00030926816	0.0003369916	0.00016726117	0.0003292995	8.232028e-05	0.00017517306	8.128952e-08	0.0003491697	0.00017037077
TROVE2	0.00028448895	0.00021529643	0.00027335482	0.00030289224	0.00030394475	0.00019141877	0.00017116511	0.00020041782	0.00010802974	0.00016926022	8.171951e-08	0.00017984824	0.00025728153
PRKX	0.00020304201	1.0325416e-05	3.2279546e-05	0.00024391095	0.00013494279	0.00073475036	0.00011202547	0.000656379	4.0221337e-05	4.26239e-05	8.1888494e-08	0.000351523	0.000101107566
SULF1	8.760492e-06	0.00034906602	5.895607e-05	1.9269388e-05	8.178079e-08	9.479838e-06	8.194693e-08	8.12565e-08	1.4299863e-05	8.125154e-08	8.117162e-08	8.216416e-08	3.0048298e-06
NTRK2	9.741002e-06	2.6172777e-06	1.07893975e-05	6.1276136e-05	1.991565e-06	8.152009e-08	8.1757555e-08	2.1688793e-06	8.124132e-08	5.274489e-06	8.1603474e-08	8.128177e-08	2.8498225e-06
SPG21	0.00035645947	0.00044330864	0.0002969151	0.00055616425	0.0003910495	0.00023211066	0.00091656815	0.00029707712	0.00058797374	0.00018372611	8.198179e-08	0.00015726183	0.00046584578
POGZ	0.0004988185	0.00035154028	0.00036214234	0.0003330255	0.00051808974	0.00092734623	0.00019661413	0.00039587382	0.000251648	0.00031962612	8.203667e-05	0.00034222638	0.0004784874
RBFADN	0.0014885524	0.0012923076	0.0010410986	0.0010759077	0.0013460707	0.0024339126	0.001475857	0.0033738466	0.0015645258	0.0010510326	8.233406e-08	0.0015364324	0.004079728
SPAG9	0.00062636763	0.0005166304	0.00042684493	0.0006636268	0.00014564344	0.00053610274	0.00078101974	0.00030651086	0.0011045974	0.0006773529	8.2008384e-08	0.00043896236	0.00034767605
PRF1	1.0509703e-05	4.2745473e-06	2.183984e-05	5.27542e-06	8.253343e-08	2.8076372e-06	3.6223657e-06	0.001132385	8.139331e-08	4.3189493e-06	8.241592e-08	9.208466e-05	7.002881e-06
CD24	7.3051438e-06	1.0911459e-05	6.38278e-06	0.00017157628	0.00013802321	3.9663773e-06	5.192176e-06	1.143007e-05	1.8215545e-05	8.146771e-08	8.144783e-08	4.0419345e-06	2.52829e-06
PPP3CA	0.00038774806	0.00019890306	0.00015734494	0.00013180688	0.00021783379	0.00027268264	0.000102333965	0.000350866	0.0002917036	0.000111595444	8.220523e-08	0.00038950203	0.00019963842
PTGS1	2.3552897e-05	1.4264886e-05	2.9250617e-05	8.240272e-08	8.011995e-06	0.0010323754	8.242138e-05	8.1602536e-08	8.201479e-08	0.00015617447	8.192396e-08	9.241694e-06	5.731439e-06
F2R	0.00011903646	0.00025776646	0.00017186628	5.313189e-05	3.4099685e-05	3.5373338e-05	3.1458276e-05	8.6702414e-05	3.8613838e-05	5.0123705e-05	8.1162014e-08	7.292879e-05	1.6263022e-05
CHMP2A	0.00028169568	0.00028510188	0.00036911058	0.0004324209	0.00014159219	0.00018247856	0.00028400327	0.00010351304	0.0011274476	0.0002588172	8.1723876e-08	0.00022858792	0.00023573867
NDUFB10	0.00061066326	0.00043600184	0.0006547939	0.0006841442	0.00011832244	0.00033942374	0.00040277204	0.00044551564	0.00012076513	0.0007937798	8.2472525e-08	0.00033451174	0.00044847705
TAOK1	0.0002896818	0.00021761248	0.00025893567	0.00025760382	0.00021294452	0.00016801746	0.0002213594	0.00018066143	0.000118735334	0.00011810194	4.66523e-05	0.00026043554	0.00015207619
CAT	0.0003287486	0.00023290282	0.00037834488	0.00029186494	0.00043695548	0.00019691265	0.00068242056	0.00024312864	0.00028066424	0.00016572053	8.133402e-05	0.00012327234	0.0012266674
PREX1	0.0006885819	2.2225371e-05	1.5111338e-05	8.148061e-08	0.00038741523	9.495364e-06	0.00044791235	0.0011506577	0.0016083254	5.9324295e-05	8.1902236e-08	0.00064873963	0.00041903
AKR1C1	8.156271e-08	8.1020644e-08	1.9711256e-06	9.070604e-05	8.136817e-08	8.1839936e-08	2.4010624e-06	8.1685386e-08	7.4195527e-06	8.1274486e-08	8.218704e-08	2.535079e-06	8.218532e-08
ADGRE2	9.981882e-05	0.00014072933	6.4547e-05	8.665721e-05	0.0002302286	0.0010157079	0.00043984427	0.0001247395	0.0007159062	7.596491e-05	8.1544194e-08	0.000100966885	0.0001408648
VWA1	0.0006700193	6.9755435e-05	0.00017046226	0.00019184273	8.1630716e-08	8.1152265e-08	4.8587917e-06	7.2479493e-06	8.208647e-08	8.105326e-08	8.118121e-08	8.134536e-08	8.1853514e-08
RTN3	0.00024124625	0.00028068645	0.00033671455	0.00050975784	0.00019459649	0.00038955646	0.0006427692	0.00023109827	0.0013876341	0.0007260576	8.109022e-08	0.0001689656	0.00012092911
NARS	0.00016759965	0.00010724993	0.00013516561	0.00025462732	4.9337825e-05	0.00016830403	0.00024799944	9.772773e-05	0.000115884504	0.00019031834	3.9095386e-05	0.00010916799	0.00016492204
PRRC2B	0.00043230405	0.00026846232	0.0004267534	0.0004837318	0.00046488343	0.0003176261	0.00013366132	0.0004199223	0.0001095714	0.00015255144	6.314147e-05	0.00020596183	0.00015737404
SRSF10	0.00047693038	0.00045044726	0.0005692923	0.0006527424	0.00082421856	0.00071063195	0.00037436598	0.0007694467	0.00027320292	0.00020026385	8.134598e-08	0.0003917816	0.00067638175
DHRS7	0.0003536996	0.00027459444	0.00025955346	0.00039782745	0.00036811683	0.0007796997	0.00043991304	0.0007138079	0.00062306126	0.0006620771	8.1062076e-08	0.00059724867	0.00067023584
TARDBP	0.0003282352	0.00021229613	0.000292863	0.00031839966	0.00027970137	0.0002283694	0.00013450034	0.00030565017	8.657791e-05	0.00021067413	8.193709e-08	0.00022153257	0.00019136786
TBC1D9B	0.0003896146	0.00023245352	0.0003133383	0.0003095452	0.00016255483	0.00059053436	0.00025663708	0.0002055259	0.00015311794	0.00011988984	8.2362334e-08	0.00010585129	0.00028126943
HEBP2	0.00024885818	0.00016029128	0.00035196473	0.00054307474	0.00019159756	0.0002803128	0.00013879099	0.00021947386	0.0002650167	0.0003183499	8.102219e-08	0.00016397095	0.00016451113
REG4	1.8010403e-06	1.1407993e-06	1.1707164e-06	1.3482331e-05	2.606992e-06	8.1630404e-08	4.7546408e-07	4.249955e-06	8.245602e-08	8.2236284e-08	8.229403e-08	8.971867e-06	8.1887244e-08
OCIAD1	0.0003771676	0.00026241533	0.0004458977	0.0003119625	0.00014719677	0.00031616967	0.00025745796	0.00023103373	0.00013810683	0.00060719735	8.11888e-08	0.00021677019	0.0004085537
MINOS1	0.00033231024	0.00061726576	0.0005441263	0.0004960516	0.0003125088	0.00035806498	0.00038049094	0.00026883607	0.00031439835	0.00033676784	8.24268e-05	0.00029799092	0.0002653611
ARID5A	0.00020404742	5.728628e-05	0.00014783867	3.2372092e-05	0.00021030882	0.00011011221	0.000112214715	0.00020631783	0.00013692478	7.919953e-05	8.1962405e-08	0.00029907664	0.00020566332
CERS2	0.00047104058	0.00045008512	0.00044576314	0.00074664294	0.0003748403	0.0005919557	0.00036346618	0.00033603283	0.00019786997	0.00041180782	8.176753e-08	0.00047855562	0.0002997224
RNF7	0.0002469298	0.00016861198	0.00027668898	0.0005406312	0.00017111796	0.0001629057	0.00024563886	0.0003418132	9.771701e-05	0.0002360957	8.2228595e-08	0.00029059144	0.00017740362
C12orf45	0.00029485242	0.0002942065	0.00027075186	0.00042406234	0.00046380845	0.00052038505	0.0003213359	0.00042884628	0.0004722106	0.00050564	8.107243e-08	0.0004302236	0.000781219
PMAIP1	5.1387295e-05	3.4847588e-05	3.8082766e-05	0.00018217743	0.00019193898	4.374079e-05	6.3722124e-05	9.237835e-05	0.000113131224	9.81117e-05	8.1388656e-08	0.00012903944	4.985074e-05
PFDN2	0.0003633387	0.00019722721	0.0003142347	0.0005767698	0.00018263768	0.0002606238	0.00018172718	0.00011112076	0.00019759637	0.00010691743	8.179405e-08	0.00022738396	0.0002483978
IARS	0.00010499205	0.00016833597	0.00017593456	0.00024482064	0.00010229377	0.0001335845	8.990661e-05	0.00020573981	8.25147e-08	0.000293438	8.158589e-08	0.00014603412	0.00011761438
RBBP7	0.00031106512	0.00025240137	0.0005506971	0.0005331075	0.00017306289	0.00020689645	0.0002054579	0.00039427474	0.00011467656	0.00022539252	8.149818e-08	0.0003234894	0.0004738997
SNAP29	0.00045323005	0.00031387774	0.00030188504	0.000542156	0.00037910108	0.00061632873	0.0006727001	0.0005080892	0.0005262511	0.00029743166	8.134567e-08	0.0004484715	0.0007590416
ZNF106	0.00039698134	0.00036295573	0.0002445642	0.00031522085	0.0003019173	0.00024486153	0.00040727254	0.00023820713	0.00036793714	0.00029637967	8.1139106e-08	0.00027094688	0.0003156266
NDUFB7	0.0003073089	0.00032795678	0.0003341735	0.0003552138	8.0712416e-05	0.00010618767	0.00019153015	0.00025252416	2.247102e-05	0.00041714465	8.1524135e-08	0.00012535135	0.00016742042
AKR1B1	0.00010451944	0.0001120182	9.4174844e-05	0.00014411997	0.0001427847	0.00011492683	0.00034366667	0.00016535919	8.2363904e-08	0.00019305853	8.1668716e-08	7.006712e-05	2.491203e-05
MRPS24	0.0003215066	0.00044139128	0.00044510083	0.00074401323	0.0003507949	0.0003232868	0.0002786501	9.602037e-05	0.00015433732	0.0012690352	8.1639904e-08	0.00028570197	0.00019677111
DNAJB4	0.00031191847	0.00014819649	0.00024219381	4.323908e-05	7.969434e-05	0.00023131807	4.8710845e-05	5.2442534e-05	8.193786e-08	0.00014792554	8.25487e-08	0.0001291527	0.00013849273
HDAC1	0.00041884868	0.0001485022	0.0002500785	0.00052067736	0.00048252585	0.00016703563	0.00015879667	0.00045973063	7.55202e-05	0.00018306276	8.2044366e-08	0.00026989993	0.00017618471
FAM210B	0.00025517077	0.0001986754	0.00021873112	0.00027488996	2.666932e-05	0.00011973674	7.050951e-05	8.0661484e-05	1.5001336e-05	8.904225e-05	0.00042669705	6.146617e-05	7.006378e-05
RBPMS	0.00045572818	0.00031552697	0.0011519943	0.00016050605	2.062562e-05	5.8175783e-06	7.5668568e-06	8.143167e-08	1.7658736e-05	1.8145896e-05	8.233925e-08	8.14514e-08	5.2000058e-05
FAM3C	0.00014936955	0.00018128289	0.00012691609	0.00037148257	0.00014804536	2.6726684e-05	5.7411136e-05	0.00023574654	8.109439e-08	0.00037424802	8.143027e-08	0.00012158312	4.826633e-05
PCM1	0.00025538742	0.00017223001	0.0001823808	0.00022099348	0.00038493038	0.00041148972	0.00019479738	0.0003629642	0.00017814139	8.2468556e-05	8.151497e-08	0.0003515361	0.00019656519
FKBP4	0.00016303002	0.00011968103	0.0002279871	0.0003219045	0.00027007092	0.00011548558	0.0001489657	0.00022042902	1.7748116e-05	0.00018554025	8.1569866e-08	0.00018104758	0.00013227429
GOLPH3	0.00030224418	0.00025480677	0.00035914153	0.0005803452	0.0002451643	0.0005220493	0.00022610635	0.00019250519	9.51682e-05	0.00092108105	8.1691155e-08	0.00024443484	0.00016429917
MKLN1	0.0003465788	0.00029783524	0.0003987423	0.00025913992	0.00031203477	0.00031463138	0.00025739463	0.0003518003	0.00052828476	0.00014465999	8.246372e-08	0.00034190997	0.00029490923
SLCO2A1	4.2068386	0.021325292	0.02881974	0.04023911	0.0160233	8.1209095e-08	0.017643277	0.035084512	8.1543114e-08	8.17178e-08	8.117889e-08	8.141723e-08	8.221166e-08
RCC2	0.00021594432	0.00017368801	0.00016089635	0.000191956	0.00018657141	0.00030328872	0.000299029	0.00028126838	8.10729e-08	3.9309045e-05	8.2265935e-08	7.773732e-05	0.00017806189
GTF2H5	0.00019039278	0.00018813142	0.00015050797	0.00026918287	0.00015089757	0.00014910256	0.00017635246	0.00022997452	0.00010334201	8.258306e-05	8.174758e-08	0.00012133664	0.00010175398
UBE2A	0.00031878488	0.00025221996	0.00040683823	0.00033842452	0.00063071685	0.0004633927	0.00035076847	0.00051766116	0.0005233365	0.00025257713	8.1147626e-08	0.00047805216	0.0005179643
AFTPH	0.00045121994	0.00019094022	0.0002534853	0.0007030069	0.000928612	0.00042253995	0.0004642803	0.00079511455	0.0013061945	0.000716958	8.180715e-08	0.00039024773	0.00036552665
CYTH1	0.00015305022	6.363729e-05	8.3672414e-05	0.00015337953	0.00025829178	0.00012691077	0.00028903148	0.00026799657	0.000293245	0.00023961639	8.191255e-08	0.00031129926	0.0003507404
SIAH2	4.812307e-05	3.3011824e-05	7.001635e-05	0.0002656814	0.00010684802	0.00016732275	0.000108596185	0.0001835424	8.97792e-05	0.00025091236	6.909852e-05	0.00029397008	0.00012274296
NIPBL	0.0002644863	0.00013156363	0.0001975604	0.0001274501	0.0003114872	0.0002600117	0.00015606773	0.00021741918	0.00039970342	0.00016484153	8.180061e-08	0.00018713232	0.0002507409
IL3RA	0.00022560454	8.099345e-08	8.161499e-08	5.9193776e-06	8.1114656e-08	1.3805371e-05	7.590909e-05	8.156598e-08	0.0002292452	8.203841e-08	8.214144e-08	8.167838e-08	0.0012229563
RSL24D1	0.00019003273	0.00024517014	0.0003550981	0.00038443654	0.0005278078	0.00033783418	0.00018817071	0.0004254109	0.00023507985	0.00048021087	8.177783e-08	0.0004163285	0.00029309234
UNC93B1	0.00013436575	0.00014856496	9.1776164e-05	0.00040821612	0.00031735608	9.163807e-05	0.00075693877	0.00012824805	0.00013099553	0.00041074923	8.116403e-08	8.844798e-05	0.0011897461
ARHGAP18	0.0005008695	7.659349e-05	5.403222e-05	4.913175e-05	9.0281625e-05	0.00087026507	0.00057077274	0.00014470704	0.00029365573	9.272211e-05	8.1240074e-08	8.6300766e-05	0.00021901853
PHF20	0.00028688318	0.000109763	0.00021812502	0.00016951091	0.000638245	0.0009646847	0.00020115898	0.00082117127	0.00041059084	0.00018240428	8.209414e-08	0.0004487707	0.00034424124
GALNT1	0.00022320387	0.00016908842	0.0001554765	0.0002875528	0.00020630936	0.00015949174	0.0002610073	0.00029520155	0.00012466138	0.00020105217	8.216259e-08	0.00022674783	0.00017198286
LAP3	0.00036505205	0.00013388215	0.00011203315	8.3877974e-05	3.7547634e-05	6.3849744e-05	0.00031004733	0.0001559062	4.815222e-05	0.00015240487	8.251108e-08	0.00010033934	0.00019278994
SUZ12	0.00021224956	0.00012648522	0.0002326409	0.00023048364	0.00020833596	0.0003075897	0.00017815888	0.00046007178	0.00021713346	0.00025330507	8.103008e-08	0.00025468683	0.0002064855
